filename,filename_path,xmin,ymin,xmax,ymax,w,h,label_txt,label
C_262,../../01.Datasets/processed/images_train/fechas/C_262.jpg,88,9,94,19,6,10,2,3
C_262,../../01.Datasets/processed/images_train/fechas/C_262.jpg,96,9,102,19,6,10,0,1
C_262,../../01.Datasets/processed/images_train/fechas/C_262.jpg,104,9,110,19,6,10,2,3
C_262,../../01.Datasets/processed/images_train/fechas/C_262.jpg,110,9,116,19,6,10,1,2
C_262,../../01.Datasets/processed/images_train/fechas/C_262.jpg,38,7,119,21,81,14,date,12
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,43,5,52,15,9,10,2,3
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,52,5,59,15,7,10,5,6
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,59,6,65,15,6,9,-,11
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,67,6,73,15,6,9,0,1
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,73,6,80,16,7,10,4,5
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,82,8,87,15,5,7,-,11
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,90,7,96,16,6,9,2,3
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,96,7,102,16,6,9,0,1
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,103,7,106,16,3,9,2,3
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,107,7,113,16,6,9,1,2
C_263,../../01.Datasets/processed/images_train/fechas/C_263.jpg,42,3,116,18,74,15,date,12
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,39,6,46,16,7,10,2,3
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,48,6,54,17,6,11,2,3
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,56,9,62,16,6,7,-,11
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,63,8,68,18,5,10,0,1
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,69,8,77,18,8,10,6,7
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,79,9,85,17,6,8,-,11
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,89,8,96,18,7,10,2,3
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,96,8,102,18,6,10,0,1
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,102,8,107,18,5,10,2,3
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,107,8,113,18,6,10,1,2
C_264,../../01.Datasets/processed/images_train/fechas/C_264.jpg,37,5,116,20,79,15,date,12
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,38,6,45,17,7,11,2,3
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,46,6,54,17,8,11,7,8
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,55,6,62,17,7,11,-,11
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,63,6,71,17,8,11,0,1
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,71,6,77,17,6,11,2,3
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,79,9,85,16,6,7,-,11
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,88,8,94,17,6,9,2,3
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,96,8,102,17,6,9,0,1
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,102,6,108,17,6,11,2,3
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,110,8,116,17,6,9,1,2
C_265,../../01.Datasets/processed/images_train/fechas/C_265.jpg,35,6,118,19,83,13,date,12
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,36,8,42,18,6,10,2,3
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,44,8,51,19,7,11,7,8
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,51,9,56,18,5,9,-,11
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,58,9,64,18,6,9,0,1
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,63,8,72,19,9,11,3,4
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,75,9,82,19,7,10,-,11
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,83,9,90,19,7,10,2,3
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,90,9,96,19,6,10,0,1
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,96,9,102,19,6,10,2,3
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,105,10,109,18,4,8,1,2
C_267,../../01.Datasets/processed/images_train/fechas/C_267.jpg,34,7,113,21,79,14,date,12
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,33,7,39,18,6,11,0,1
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,41,7,48,19,7,12,8,9
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,50,8,56,18,6,10,-,11
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,56,9,63,19,7,10,0,1
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,65,9,71,20,6,11,6,7
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,73,9,79,17,6,8,-,11
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,81,8,87,19,6,11,2,3
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,88,8,94,20,6,12,0,1
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,96,9,102,19,6,10,2,3
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,103,9,111,20,8,11,1,2
C_268,../../01.Datasets/processed/images_train/fechas/C_268.jpg,31,6,116,21,85,15,date,12
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,42,10,48,19,6,9,1,2
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,49,10,52,20,3,10,1,2
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,53,12,59,18,6,6,-,11
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,59,10,65,18,6,8,0,1
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,67,10,73,18,6,8,4,5
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,73,11,79,17,6,6,-,11
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,81,10,87,18,6,8,2,3
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,87,9,94,19,7,10,0,1
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,96,10,102,19,6,9,2,3
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,103,10,106,19,3,9,1,2
C_269,../../01.Datasets/processed/images_train/fechas/C_269.jpg,39,7,109,21,70,14,date,12
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,38,9,141,19,103,10,date,12
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,37,9,48,20,11,11,1,2
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,48,10,58,19,10,9,9,10
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,60,11,69,15,9,4,-,11
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,68,9,80,19,12,10,0,1
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,82,10,92,20,10,10,3,4
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,93,11,104,16,11,5,-,11
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,103,10,112,20,9,10,2,3
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,112,10,120,19,8,9,0,1
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,120,9,129,19,9,10,2,3
C_27,../../01.Datasets/processed/images_train/fechas/C_27.jpg,129,9,138,20,9,11,1,2
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,35,11,43,20,8,9,0,1
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,44,11,52,20,8,9,5,6
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,55,13,62,18,7,5,-,11
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,62,10,69,19,7,9,0,1
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,70,11,78,20,8,9,4,5
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,79,11,85,17,6,6,-,11
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,88,10,94,19,6,9,2,3
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,96,10,102,20,6,10,0,1
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,102,9,107,20,5,11,2,3
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,108,9,113,20,5,11,1,2
C_270,../../01.Datasets/processed/images_train/fechas/C_270.jpg,34,9,117,21,83,12,date,12
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,38,10,46,19,8,9,0,1
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,47,10,53,20,6,10,7,8
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,53,12,61,17,8,5,-,11
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,62,12,68,20,6,8,0,1
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,70,12,76,20,6,8,6,7
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,79,12,85,17,6,5,-,11
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,87,11,94,20,7,9,2,3
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,96,11,102,20,6,9,0,1
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,102,11,108,20,6,9,2,3
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,110,11,116,21,6,10,1,2
C_271,../../01.Datasets/processed/images_train/fechas/C_271.jpg,37,9,119,22,82,13,date,12
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,31,8,37,19,6,11,2,3
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,39,8,45,20,6,12,4,5
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,45,12,52,18,7,6,-,11
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,53,10,60,19,7,9,0,1
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,62,10,68,20,6,10,7,8
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,70,10,76,18,6,8,-,11
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,79,10,85,20,6,10,2,3
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,87,10,93,20,6,10,0,1
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,94,11,99,20,5,9,2,3
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,101,11,107,20,6,9,1,2
C_272,../../01.Datasets/processed/images_train/fechas/C_272.jpg,29,6,110,21,81,15,date,12
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,34,8,39,18,5,10,1,2
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,40,8,48,19,8,11,3,4
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,50,10,56,16,6,6,-,11
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,56,10,62,18,6,8,0,1
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,62,10,68,18,6,8,2,3
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,70,11,75,17,5,6,-,11
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,78,9,84,18,6,9,2,3
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,84,10,90,18,6,8,0,1
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,92,10,98,18,6,8,2,3
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,99,10,104,18,5,8,1,2
C_274,../../01.Datasets/processed/images_train/fechas/C_274.jpg,33,7,107,20,74,13,date,12
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,42,9,47,19,5,10,1,2
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,47,9,55,18,8,9,4,5
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,56,11,62,17,6,6,-,11
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,63,11,72,17,9,6,0,1
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,72,9,80,18,8,9,6,7
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,82,10,88,18,6,8,-,11
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,90,10,96,19,6,9,2,3
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,97,10,105,19,8,9,0,1
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,104,10,111,19,7,9,2,3
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,113,10,118,20,5,10,1,2
C_275,../../01.Datasets/processed/images_train/fechas/C_275.jpg,39,6,120,21,81,15,date,12
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,35,9,43,19,8,10,2,3
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,43,9,51,20,8,11,-,11
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,50,9,58,19,8,10,1,2
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,59,9,66,19,7,10,5,6
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,67,9,73,20,6,11,-,11
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,75,10,83,20,8,10,2,3
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,83,9,92,19,9,10,0,1
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,92,10,99,20,7,10,2,3
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,99,10,104,20,5,10,1,2
C_277,../../01.Datasets/processed/images_train/fechas/C_277.jpg,33,7,107,22,74,15,date,12
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,20,11,29,20,9,9,0,1
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,31,10,41,20,10,10,4,5
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,45,10,55,19,10,9,-,11
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,56,10,68,19,12,9,0,1
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,70,10,82,19,12,9,7,8
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,83,12,92,18,9,6,-,11
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,95,10,104,20,9,10,2,3
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,105,10,116,19,11,9,0,1
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,117,10,126,20,9,10,2,3
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,127,10,133,20,6,10,1,2
C_279,../../01.Datasets/processed/images_train/fechas/C_279.jpg,17,9,136,21,119,12,date,12
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,26,10,36,18,10,8,0,1
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,38,10,46,19,8,9,2,3
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,45,10,52,17,7,7,-,11
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,56,10,66,18,10,8,0,1
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,67,10,73,19,6,9,5,6
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,75,12,83,17,8,5,-,11
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,87,9,94,19,7,10,2,3
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,95,9,104,18,9,9,0,1
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,104,9,115,19,11,10,2,3
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,114,9,123,20,9,11,1,2
C_280,../../01.Datasets/processed/images_train/fechas/C_280.jpg,25,7,127,22,102,15,date,12
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,41,9,47,20,6,11,1,2
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,47,9,53,20,6,11,1,2
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,54,10,59,18,5,8,-,11
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,61,9,67,19,6,10,0,1
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,68,9,74,18,6,9,5,6
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,75,10,83,17,8,7,-,11
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,82,9,88,19,6,10,2,3
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,89,10,97,19,8,9,0,1
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,98,10,104,20,6,10,2,3
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,104,10,110,20,6,10,1,2
C_281,../../01.Datasets/processed/images_train/fechas/C_281.jpg,38,7,114,22,76,15,date,12
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,25,10,36,20,11,10,2,3
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,36,10,47,21,11,11,5,6
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,49,10,59,18,10,8,-,11
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,64,10,76,20,12,10,0,1
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,75,10,89,20,14,10,4,5
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,90,10,100,18,10,8,-,11
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,104,9,115,19,11,10,2,3
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,118,9,129,19,11,10,0,1
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,133,8,144,17,11,9,2,3
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,147,8,158,19,11,11,1,2
C_283,../../01.Datasets/processed/images_train/fechas/C_283.jpg,23,6,162,22,139,16,date,12
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,24,12,32,20,8,8,0,1
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,32,12,39,21,7,9,1,2
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,41,12,49,19,8,7,-,11
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,51,12,62,20,11,8,0,1
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,62,10,73,19,11,9,6,7
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,75,12,83,18,8,6,-,11
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,87,10,98,20,11,10,2,3
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,97,10,107,20,10,10,0,1
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,108,10,117,20,9,10,2,3
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,117,10,124,21,7,11,1,2
C_284,../../01.Datasets/processed/images_train/fechas/C_284.jpg,22,8,129,23,107,15,date,12
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,25,9,36,19,11,10,0,1
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,35,9,44,20,9,11,5,6
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,44,10,53,18,9,8,-,11
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,59,9,69,18,10,9,0,1
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,70,9,82,19,12,10,8,9
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,86,9,96,17,10,8,-,11
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,99,8,109,19,10,11,2,3
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,111,9,122,19,11,10,0,1
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,123,8,131,20,8,12,2,3
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,131,8,140,20,9,12,1,2
C_285,../../01.Datasets/processed/images_train/fechas/C_285.jpg,22,6,142,21,120,15,date,12
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,22,8,32,19,10,11,6,7
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,32,10,42,18,10,8,-,11
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,43,9,58,20,15,11,7,8
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,60,10,69,16,9,6,-,11
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,73,9,83,18,10,9,2,3
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,82,8,93,18,11,10,0,1
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,94,8,103,19,9,11,2,3
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,103,8,110,19,7,11,1,2
C_288,../../01.Datasets/processed/images_train/fechas/C_288.jpg,18,6,112,21,94,15,date,12
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,35,9,44,19,9,10,0,1
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,45,9,51,19,6,10,6,7
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,52,10,59,18,7,8,-,11
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,59,10,66,19,7,9,0,1
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,66,10,76,20,10,10,6,7
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,77,10,85,19,8,9,-,11
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,85,10,91,21,6,11,2,3
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,92,10,100,21,8,11,0,1
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,99,10,105,21,6,11,2,3
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,105,10,111,21,6,11,1,2
C_289,../../01.Datasets/processed/images_train/fechas/C_289.jpg,32,6,115,23,83,17,date,12
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,36,9,145,19,109,10,date,12
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,37,9,48,20,11,11,1,2
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,48,9,59,20,11,11,7,8
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,60,12,69,17,9,5,-,11
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,70,9,82,20,12,11,0,1
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,82,9,94,20,12,11,6,7
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,94,11,104,17,10,6,-,11
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,105,9,116,20,11,11,2,3
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,116,9,126,20,10,11,0,1
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,125,9,136,19,11,10,2,3
C_29,../../01.Datasets/processed/images_train/fechas/C_29.jpg,137,9,145,20,8,11,1,2
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,42,8,48,18,6,10,2,3
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,49,8,57,20,8,12,6,7
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,56,6,63,17,7,11,-,11
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,63,7,72,18,9,11,0,1
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,73,8,79,19,6,11,1,2
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,79,7,86,16,7,9,-,11
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,86,8,95,18,9,10,2,3
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,96,9,102,18,6,9,0,1
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,103,9,110,18,7,9,2,3
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,110,9,116,19,6,10,1,2
C_291,../../01.Datasets/processed/images_train/fechas/C_291.jpg,38,6,120,22,82,16,date,12
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,32,9,41,19,9,10,2,3
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,41,9,49,20,8,11,7,8
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,49,9,58,17,9,8,-,11
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,58,9,65,18,7,9,0,1
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,65,9,74,18,9,9,5,6
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,73,10,80,18,7,8,-,11
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,81,9,89,20,8,11,2,3
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,90,9,96,20,6,11,0,1
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,96,9,102,20,6,11,2,3
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,102,9,108,20,6,11,1,2
C_292,../../01.Datasets/processed/images_train/fechas/C_292.jpg,30,6,111,21,81,15,date,12
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,34,7,39,18,5,11,1,2
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,40,7,49,19,9,12,2,3
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,49,7,57,16,8,9,-,11
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,57,8,65,17,8,9,0,1
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,65,8,74,17,9,9,6,7
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,75,8,83,17,8,9,-,11
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,86,8,93,19,7,11,2,3
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,93,8,103,18,10,10,0,1
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,103,8,110,19,7,11,2,3
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,109,8,117,19,8,11,1,2
C_294,../../01.Datasets/processed/images_train/fechas/C_294.jpg,32,6,120,21,88,15,date,12
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,47,8,53,17,6,9,1,2
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,53,8,59,18,6,10,1,2
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,60,11,63,17,3,6,-,11
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,64,9,72,16,8,7,0,1
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,73,9,79,18,6,9,2,3
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,79,12,85,18,6,6,-,11
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,86,8,93,17,7,9,2,3
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,92,9,101,18,9,9,1,2
C_295,../../01.Datasets/processed/images_train/fechas/C_295.jpg,46,7,105,21,59,14,date,12
C_296,../../01.Datasets/processed/images_train/fechas/C_296.jpg,41,8,49,19,8,11,2,3
C_296,../../01.Datasets/processed/images_train/fechas/C_296.jpg,49,8,59,19,10,11,9,10
C_296,../../01.Datasets/processed/images_train/fechas/C_296.jpg,62,11,72,17,10,6,-,11
C_296,../../01.Datasets/processed/images_train/fechas/C_296.jpg,71,9,82,19,11,10,0,1
